Temperature_K,SOC,Frequency_Hz,Re_Z,Im_Z
278.15,0.7,0.5705615759,0.011840573921,-4.42212082e-05
278.15,0.7,0.6660846291,0.011915669445,8.17122878e-05
278.15,0.7,0.7776000906,0.0118693094696,-9.54536183e-05
278.15,0.7,0.9077853992,0.0118317704748,3.29953964e-05
278.15,0.7,1.059766249,0.0118759889642,4.01115483e-05
278.15,0.7,1.237191635,0.011863038039,-0.00011360804
278.15,0.7,1.444321465,0.0119194621402,2.21341726e-06
278.15,0.7,1.686128838,0.0118702672595,-3.63669781e-05
278.15,0.7,1.968419447,0.0118393220291,-6.26341255e-06
278.15,0.7,2.297970969,0.0119548818234,-0.000135156823
278.15,0.7,2.682695795,0.0119245844371,-5.6400365e-05
278.15,0.7,3.131831005,0.01193836899,-0.000137217482
278.15,0.7,3.656160144,0.0118957428704,-0.000108356999
278.15,0.7,4.268272131,0.0118492764913,-1.56676113e-05
278.15,0.7,4.982863515,0.0118262719936,-0.00012069205
278.15,0.7,5.817091329,0.0118289429124,-0.000260842231
278.15,0.7,6.79098503,0.0118947750354,-0.000227097602
278.15,0.7,7.927927389,0.0118369715081,-0.000230830225
278.15,0.7,9.25521591,0.0117324909704,-0.000124890496
278.15,0.7,10.80471822,0.0118052626765,-0.000250237128
278.15,0.7,12.61363722,0.0117085812687,-0.000327590973
278.15,0.7,14.72540428,0.0117828252214,-0.000199327851
278.15,0.7,17.19072202,0.0116790012129,-0.000282056512
278.15,0.7,20.06878168,0.0116472756425,-0.000310401905
278.15,0.7,23.42868424,0.0116941237133,-0.000412203892
278.15,0.7,27.35109953,0.011641943536,-0.000317709226
278.15,0.7,31.93020308,0.0115024019902,-0.000442519953
278.15,0.7,37.2759372,0.0115873197264,-0.000581488441
278.15,0.7,43.51665071,0.0116069306124,-0.000560818633
278.15,0.7,50.80218047,0.0113307200221,-0.000565734984
278.15,0.7,59.30744895,0.0114471351778,-0.000541722874
278.15,0.7,69.23666403,0.0112311124318,-0.000496308346
